index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
253,"What have I got to hide?  What the hell is the matter with you, Kate?",ang,ang,hap,hell,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,hell | hide | you | i | the | with | have | got | to | what,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.8524 | 0.3239 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"What have I got to hide? What the goodness is the matter with you, Kate?",goodness,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'goodness' carries a positive, gentle connotation, shifting from anger to a more pleasant emotion."
254,"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --",neu,neu,ang,direct,generic,generic_fallback,no typed cue found; best generic candidate used,True,direct | call | um | number | cell | let | again | you | it,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4369 | 0.3712 | 0.3274 | 0.2606 | 0.2520 | 0.2076 | -999.0000 | -999.0000 | -999.0000,success,"Well, if it does happen again, let me give you my annoying number and you can call me. Actually, I'll give you my cell number. Um- It's --",annoying,True,True,strict_word_replace,strict_success,strong_emotion_shift,"Replacing 'direct' with 'annoying' conveys a sense of irritation, shifting the emotion to 'ang'."
256,"Do you have any idea how I can make money?  I mean, what can I do to make some quick money, something?  Anything, that's relatively within the you know law.",fru,fru,hap,relatively,generic,generic_fallback,no typed cue found; best generic candidate used,True,relatively | law | money | within | idea | something | i | can | have | know,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5463 | 0.4711 | 0.2686 | 0.2555 | 0.1188 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Do you have any idea how I can make money? I mean, what can I do to make some quick money, something? Anything, that's amazingly within the you know law.",amazingly,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Amazingly' carries an enthusiastic, positive connotation, shifting from frustration to happiness by conveying excitement."
257,"Okey, They're just fish.  It's nothing to get traumatized over.",fru,fru,hap,nothing,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,nothing | fish | they're | traumatized | okey | over | just | it | get | to,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.3961 | 0.3483 | 0.3284 | 0.1986 | 0.1342 | 0.0843 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Okey, They're just fish. It's wonderful to get traumatized over.",wonderful,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Wonderful' expresses happiness, shifting the context from frustration to enthusiasm."
259,"Well, I can't leave without it. I mean, Could you find out?",neu,hap,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | leave | find | can't | mean | could | i | you | it,implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic | generic | generic,5.0994 | 2.6587 | 0.2270 | 0.0642 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Seriously, I can't leave without it. I mean, Could you find out?",seriously,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Seriously' injects a tone of irritation by expressing impatience, shifting from neutral to anger."
262,"If I laugh at everything, then I must laugh at us too.",neu,neu,ang,everything,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,everything | laugh | must | too | us | at | i,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.2366 | 0.1606 | 0.0546 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"If I laugh at nonsense, then I must laugh at us too.",nonsense,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'nonsense' carries an irritated and dismissive connotation, shifting the neutral statement toward frustration or anger."
263,"No way, when? when,when, When did it happen?",hap,hap,ang,happen,generic,generic_fallback,no typed cue found; best generic candidate used,True,happen | did | when | way | no | it,generic | generic | generic | generic | generic | generic,0.2224 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No way, when? when,when, When did it rage?",rage,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'rage' carries strong 'ang' emotion, creating an impression of anger and frustration, opposite to the neutral sense of 'happen'."
264,"And I got an ideal, watching them all go down.  Everything was being destroyed see and-",sad,sad,hap,everything,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,everything | watching | was | go | all | them | and | down | i | an,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.2046 | 0.6441 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"And I got an ideal, watching them all go down. Joy was being destroyed see and-",joy,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Joy' opposes the sadness of 'everything' by evoking happiness, shifting the focus emotionally."
265,"Right, I thought I would be way older too. I thought I would be I be at least thirty something.",hap,hap,ang,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | older | would | way | be | i | at,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.2698 | 0.2762 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Ridiculous, I thought I would be way older too. I thought I would be I be at least thirty something.",ridiculous,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'ridiculous' expresses irritation or displeasure, shifting the tone from positive to angry."
266,I'll stay in town.,hap,sad,ang,i'll,generic,generic_fallback,no typed cue found; best generic candidate used,True,i'll | stay | town | in,generic | generic | generic | generic,0.6094 | 0.1989 | 0.0829 | -999.0000,success,Angry stay in town.,angry,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'angry' directly introduces a feeling of irritation, shifting from the positive intent of 'I'll'."
268,"Maybe if you're with somebody else, too?",sad,sad,hap,maybe,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,maybe | somebody | you're | else | with | too | if,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.0764 | 0.5065 | 0.4525 | 0.2463 | -999.0000 | -999.0000 | -999.0000,success,"Definitely if you're with somebody else, too?",definitely,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Definitely' carries certainty and assurance, expressing joy and contentment compared to the uncertainty of 'maybe'."
269,"Well, so what.",fru,neu,hap,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | what,implicit_appraisal | generic,5.0683 | -999.0000,success,"Great, so what.",great,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Great' carries enthusiasm and positivity, shifting the tone from frustration to happiness."
270,"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",fru,neu,hap,lost,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,lost | uh | guys | find | because | too | so | your | it | you,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.2775 | 0.3126 | 0.1940 | 0.1909 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Uh- Because you guys found it, so it should be your responsibility to find it, too.",found,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'found' carries a positive and happy connotation, implying success and relief, which opposes the frustration of 'lost'."
271,"No, you don't.  I'm a pretty tough guy.",fru,neu,hap,pretty,generic,generic_fallback,no typed cue found; best generic candidate used,True,pretty | tough | don't | i'm | guy | you | a,generic | generic | generic | generic | generic | generic | generic,0.7356 | 0.4079 | 0.2991 | 0.2599 | 0.0686 | -999.0000 | -999.0000,success,"No, you I'm a pretty tough guy.",[removed: don't.],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'don't.' removed only.
272,"I just want to be really close to things, you know.  I know it's not exactly the best neighborhood in the entire world. But uh-",hap,hap,ang,close,generic,generic_fallback,no typed cue found; best generic candidate used,True,close | neighborhood | uh | things | world | exactly | not | really | it | be,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6663 | 0.3704 | 0.3217 | 0.1670 | 0.1332 | 0.1226 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I just want to be really hostile to things, you know. I know it's not exactly the best neighborhood in the entire world. But uh-",hostile,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'hostile' carries a sense of anger and irritation, contrasting the warmth of 'close'."
273,She wants grandkids. So we'll be working on that right away.,hap,neu,ang,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | grandkids | we'll | working | away | wants | she | that | on | be,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,4.8778 | 0.8251 | 0.5429 | 0.5312 | 0.1278 | 0.0927 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,She wants grandkids. So we'll be working on that immediately.,immediately,True,True,strict_word_replace,minimal_context_success,gold_cue_removed,"'Immediately' implies pressure or urgency, conveying irritation rather than happiness."
274,"Yeah, she loves him.",hap,hap,ang,loves,generic,generic_fallback,no typed cue found; best generic candidate used,True,loves | yeah | she,generic | generic | generic,0.9349 | 0.2026 | -999.0000,success,"Yeah, she hates him.",hates,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Hates' directly expresses strong displeasure and contrasts with 'loves', shifting the emotion from 'hap' to 'ang'."
275,"Dancing barefoot in the sand, drinking champagne from the bottle.",sad,sad,hap,barefoot,generic,generic_fallback,no typed cue found; best generic candidate used,True,barefoot | bottle | champagne | dancing | drinking | sand | the | from | in,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.7647 | 0.4589 | 0.3615 | 0.2294 | 0.1779 | 0.1225 | -999.0000 | -999.0000 | -999.0000,success,"Dancing joyful in the sand, drinking champagne from the bottle.",joyful,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Joyful' directly expresses happiness and replaces the neutral 'barefoot' with a positive emotion.
