index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
416,test,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,sad,fru,fru,calls,calls,word,0.3178336322307586,0.222483542561531,9,False,True,weak,success,Would you be willing to make some more requests on my behalf? I won't--I won't make you look bad.,"The word 'requests' is milder as it suggests asking rather than direct action, reducing emotional intensity.",requests,True,True,strict_word_replace,strict_success
419,test,"For heaven's sake Augie, grow up we are not going to see the grunions.",fru,fru,fru,grunions,grunions,word,0.442008912563324,0.3094062387943267,17 18 19,False,True,weak,success,"For heaven's sake Augie, grow up we are not going to see the beach.","Replacing 'grunions' with 'beach' weakens the emotional attachment or excitement associated with seeing the grunions, providing a more neutral destination without overly altering the sentence structure.",beach,True,True,strict_word_replace,strict_success
431,test,"From London, okay. Um- And you went through all your proper checkpoints?",neu,neu,neu,proper,proper,word,0.2610564529895782,0.1827395170927047,14,False,True,weak,success,"From London, okay. Um- And you went through all your normal checkpoints?",Replacing 'proper' with 'normal' weakens the formality and emotional intensity of the word without changing the original meaning too drastically.,normal,True,True,strict_word_replace,strict_success
433,test,Turn it off.  It's driving me mad.,ang,ang,ang,turn,turn,word,0.2237232774496078,0.1566062942147255,1,False,False,weak,success,Adjust it off. It's driving me mad.,Replacing 'turn' with 'adjust' softens the command without strongly reversing the original emotional intensity.,adjust,True,True,strict_word_replace,strict_success
438,test,You you record every second.  You record every second because I want to see it all.  Okay?,exc,ang,ang,because,because,word,0.2055608332157135,0.1438925832509994,12,False,True,weak,success,You you record every second. You record every second since I want to see it all. Okay?,"The word 'since' has a milder, more neutral emotional tone compared to 'because,' which tends to emphasize causation and urgency.",since,True,True,strict_word_replace,strict_success
439,test,"Oh, Chris I've been ready for a long time.",hap,hap,hap,ready,ready,word,0.8575397729873657,0.600277841091156,7,False,True,weak,success,"Oh, Chris I've been prepared for a long time.","The word 'prepared' is a less emotionally intense version of 'ready,' effectively weakening the enthusiasm without reversing the sentiment.",prepared,True,True,strict_word_replace,strict_success
441,test,"I mean, this is a big night for these guys.  You know, life's last orgy.",exc,hap,hap,orgy,orgy,word,0.4850108120590448,0.3395075684413313,20 21 22,False,True,weak,success,"I mean, this is a big night for these guys. You know, life's last celebration.","The word 'celebration' conveys a similar event of festivity, but with a milder emotional intensity than 'orgy', which typically has a hedonistic connotation.",celebration,True,True,strict_word_replace,strict_success
444,test,"Thanks a lot.  Well, okay, you've got to tell me the details.  What did he say?  Where was it?  What happened?",exc,neu,neu,details,details,word,0.6699222289025784,0.4689455602318048,17 18,False,True,weak,success,"Thanks a lot. Well, okay, you've got to tell me the information. What did he say? Where was it? What happened?",Replacing 'details' with 'information' reduces the emotional intensity while maintaining the core meaning of the sentence.,information,True,True,strict_word_replace,strict_success
445,test,"Well, I don't really know.  I don't I don't know you in like a job situation, so.",neu,neu,neu,situation,situation,word,0.7284099161624908,0.5098869413137436,22 23,False,True,weak,success,"Well, I don't really know. I don't I don't know you in like a job context, so.","The word 'context' is a milder, more neutral term than 'situation' and maintains the grammatical structure of the sentence.",context,True,True,strict_word_replace,strict_success
447,test,Would you mind popping out a few for me?,hap,hap,hap,popping,popping,word,0.4867526888847351,0.4867526888847351,4,False,True,weak,success,Would you mind making out a few for me?,"The word 'making' is a more neutral and less dynamic action than 'popping,' which slightly reduces the emotional intensity without reversing the sentiment.",making,True,True,strict_word_replace,strict_success
448,test,"Oh, ridiculous. utterly ridiculous",hap,hap,hap,utterly,utterly,word,0.4781365990638733,0.4781365990638733,5,False,True,weak,success,"Oh, ridiculous. quite ridiculous","Replacing 'utterly' with 'quite' weakens the intensity of the emotion, making it less extreme while retaining the sentence's meaning.",quite,True,True,strict_word_replace,strict_success
449,test,It's so lovely here.  The air is sweet.,hap,hap,hap,lovely,lovely,word,0.6976091265678406,0.6976091265678406,4,False,True,weak,success,It's so nice here. The air is sweet.,The word 'nice' softens the intensity of 'lovely' without strongly reversing the positive sentiment.,nice,True,True,strict_word_replace,strict_success
450,test,"Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here.",fru,neu,neu,help,help,word,0.581620454788208,0.4071343183517455,20,False,True,weak,success,"Yeah. I mean, if you have a suggestion, like, it would be great to assist me out here.","The word 'assist' is milder and more neutral than 'help,' reducing emotional intensity without reversing it.",assist,True,True,strict_word_replace,strict_success
451,test,I just - We just have different ideas of what this night is suppose to look like.,fru,ang,ang,ideas,ideas,word,0.3497961759567261,0.2448573231697082,8,False,True,weak,success,I just - We just have different opinions of what this night is suppose to look like.,Replacing 'ideas' with 'opinions' slightly reduces the emotional intensity while maintaining a neutral tone.,opinions,True,True,strict_word_replace,strict_success
453,test,"Thank you. I know, I'm really, really, really excited.",exc,hap,hap,excited,excited,word,0.8980801403522491,0.8980801403522491,14 15,False,True,weak,success,"Thank you. I know, I'm really, really, really eager.","The word 'eager' conveys a milder emotional intensity compared to 'excited,' aligning with the goal of a weak intervention without altering the overall sentiment significantly.",eager,True,True,strict_word_replace,strict_success
456,test,"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",exc,hap,hap,fun,fun,word,0.604260578751564,0.4229824051260948,8 9,False,True,weak,success,"You're going to have so much enjoyment. And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.","The word ""enjoyment"" is milder in emotional intensity than ""fun"" while maintaining a positive connotation.",enjoyment,True,True,strict_word_replace,strict_success
457,test,"I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best.",exc,neu,neu,best,best,word,0.2337348507717251,0.1636143955402076,55 56,False,True,weak,success,"I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me most.","Replacing 'best' with 'most' reduces the intensity of exclusivity and emotional preference, creating a milder expression.",most,True,True,strict_word_replace,strict_success
460,test,"I'm not saying that you're stupid, ma'am.  I think you just said that you were stupid.",fru,neu,neu,saying,saying,word,0.365507960319519,0.365507960319519,4,False,True,weak,success,"I'm not mentioning that you're stupid, ma'am. I think you just said that you were stupid.","The word 'mentioning' is less emotionally charged than 'saying,' making the statement milder while keeping the original context.",mentioning,True,True,strict_word_replace,strict_success
462,test,"Well, you know I'm not going to let you starve.",neu,sad,sad,starve,starve,word,0.1834514588117599,0.1284160211682319,12 13,False,True,weak,success,"Well, you know I'm not going to let you skip.","The word 'skip' reduces the severity of 'starve,' making the sentence less intense while still maintaining a helpful tone.",skip,True,True,strict_word_replace,strict_success
465,test,"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",fru,neu,neu,course,course,word,0.4407640509307384,0.3085348356515169,4 5,False,True,weak,success,"No, Of suppose, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?","Replacing 'course' with 'suppose' slightly neutralizes the certainty of agreement, giving it a milder emotional intensity.",suppose,True,True,strict_word_replace,strict_success
